Accident_ID,Date,District,Location,Time,Vehicle_Type,Road_Type,Weather,Cause,Persons_Involved,Injured,Fatalities,Gender,Age,Helmet_Seatbelt,Police_Case,Damage_Cost (₹),Latitude,Longitude
TN-2023-04413,13-08-2023,Thoothukudi,Location_3,04:26,Two Wheeler,NH,Sunny,Poor road,4,1,0,Male,39,Yes,Yes,160087,12.2565196,78.61012303
TN-2023-04414,10-03-2023,Madurai,Location_43,08:31,Two Wheeler,Urban Street,Fog,Drunk drive,5,2,0,Female,20,No,Yes,279911,12.67457748,76.12836997
TN-2023-04415,26-10-2023,Madurai,Location_47,03:01,Truck,Rural Road,Rain,Poor road,4,2,0,Male,48,Yes,Yes,56809,13.22240636,77.01935813
TN-2023-04416,17-10-2023,Tirunelveli,Location_99,18:32,Bus,SH,Cloudy,Poor road,2,2,0,Male,31,Yes,No,330688,9.106880773,76.319288
TN-2023-04417,23-10-2023,Thoothukudi,Location_14,20:00,Car,Rural Road,Fog,Poor road,3,0,1,Male,35,Yes,No,327729,10.42922144,76.9220112
TN-2023-04418,22-07-2023,Erode,Location_66,11:10,Truck,NH,Clear,Reckless driving,1,0,0,Male,51,Yes,Yes,157331,13.07657338,78.20465216
TN-2023-04419,02-03-2023,Coimbatore,Location_29,00:45,Auto Rickshaw,Urban Street,Rain,Drunk drive,2,1,0,Male,57,No,Yes,96601,10.5372804,77.34489918
TN-2023-04420,14-11-2023,Chennai,Location_4,10:06,Car,SH,Clear,Reckless driving,5,2,0,Male,34,Yes,Yes,419267,10.68210263,76.39605684
TN-2023-04421,10-11-2023,Coimbatore,Location_26,01:14,Auto Rickshaw,SH,Rain,Poor road,3,0,0,Male,58,Yes,No,249287,13.18344877,78.16927138
TN-2023-04422,10-06-2023,Chennai,Location_12,07:53,Two Wheeler,NH,Cloudy,Reckless driving,4,3,1,Male,29,Yes,Yes,79499,12.04071963,79.1881975
TN-2023-04423,27-11-2023,Tiruppur,Location_2,19:56,Two Wheeler,NH,Rain,Brake failure,1,2,0,Male,56,Yes,Yes,125289,11.03626488,76.23906379
TN-2023-04424,16-01-2023,Tiruppur,Location_17,14:25,Two Wheeler,Urban Street,Sunny,Over speed,4,2,0,Male,50,Yes,No,131374,9.965074093,79.97081106
TN-2023-04425,04-12-2023,Thoothukudi,Location_35,07:41,Bus,SH,Clear,Weather,2,0,0,Female,49,Yes,Yes,127258,13.03442208,78.93881425
TN-2023-04426,04-04-2023,Tiruppur,Location_10,18:34,Car,NH,Clear,Poor road,1,2,0,Male,38,Yes,Yes,260850,8.049161768,78.33748664
TN-2023-04427,31-10-2023,Vellore,Location_86,19:45,Bus,SH,Rain,Brake failure,4,1,0,Male,31,No,Yes,463429,9.765534089,77.78342586
TN-2023-04428,18-05-2023,Tirunelveli,Location_43,08:40,Bus,Urban Street,Sunny,Reckless driving,1,1,1,Male,19,No,Yes,421684,13.20340237,77.76979475
TN-2023-04429,04-12-2023,Madurai,Location_21,20:56,Two Wheeler,Rural Road,Sunny,Brake failure,2,0,2,Male,24,Yes,No,460740,10.74012088,77.51001451
TN-2023-04430,07-02-2023,Vellore,Location_15,05:07,Two Wheeler,NH,Rain,Over speed,4,2,0,Female,32,No,Yes,130342,11.43120048,76.5207821
TN-2023-04431,07-05-2023,Coimbatore,Location_35,10:31,Car,Urban Street,Fog,Over speed,3,1,0,Female,48,Yes,Yes,258104,10.92938578,76.35658849
TN-2023-04432,02-10-2023,Coimbatore,Location_85,07:43,Two Wheeler,Rural Road,Cloudy,Weather,5,2,0,Male,45,Yes,Yes,392742,10.18548388,77.38973628
TN-2023-04433,13-06-2023,Tiruppur,Location_85,09:22,Car,Urban Street,Rain,Weather,4,1,0,Male,58,Yes,Yes,400817,11.65905342,79.0017882
TN-2023-04434,15-11-2023,Madurai,Location_85,03:47,Car,NH,Sunny,Weather,1,1,0,Female,25,No,Yes,298807,12.215611,77.29777461
TN-2023-04435,18-03-2023,Tirunelveli,Location_60,19:37,Car,Urban Street,Cloudy,Drunk drive,4,2,0,Male,24,Yes,Yes,286619,10.0043451,79.65519229
TN-2023-04436,23-06-2023,Chennai,Location_44,08:22,Two Wheeler,SH,Rain,Drunk drive,1,0,0,Male,53,Yes,Yes,342007,11.24786797,77.7113079
TN-2023-04437,24-12-2023,Vellore,Location_96,04:20,Car,NH,Cloudy,Brake failure,2,0,0,Female,27,Yes,Yes,448091,8.455169797,78.84037113
TN-2023-04438,17-11-2023,Tirunelveli,Location_5,05:48,Lorry,SH,Fog,Reckless driving,5,0,0,Male,56,Yes,Yes,228839,11.01178853,77.94361049
TN-2023-04439,01-04-2023,Trichy,Location_73,16:24,Bicycle,Urban Street,Sunny,Over speed,1,2,2,Male,64,No,Yes,399255,12.11262297,78.24021921
TN-2023-04440,26-08-2023,Salem,Location_18,21:12,Auto Rickshaw,NH,Fog,Poor road,4,2,1,Male,47,Yes,Yes,318850,11.21884112,77.12572256
TN-2023-04441,21-09-2023,Tiruppur,Location_21,16:13,Car,SH,Fog,Over speed,2,2,0,Male,62,Yes,Yes,98240,12.83146197,78.31241085
TN-2023-04442,28-06-2023,Chennai,Location_72,01:25,Two Wheeler,SH,Sunny,Drunk drive,3,0,1,Male,57,No,Yes,8346,9.57406253,76.49793882
TN-2023-04443,28-07-2023,Trichy,Location_98,18:25,Bus,SH,Fog,Brake failure,4,2,0,Female,58,Yes,Yes,28262,10.70465838,77.74045411
TN-2023-04444,14-03-2023,Chennai,Location_74,02:01,Truck,Rural Road,Rain,Poor road,5,0,0,Male,58,Yes,Yes,278420,8.48113974,78.01735434
TN-2023-04445,17-04-2023,Chennai,Location_51,01:21,Two Wheeler,SH,Rain,Weather,2,1,0,Male,22,Yes,Yes,340606,11.85011502,79.16798175
TN-2023-04446,11-12-2023,Tiruppur,Location_41,06:03,Two Wheeler,SH,Cloudy,Weather,4,0,0,Male,38,Yes,Yes,369051,10.43590331,77.8009953
TN-2023-04447,22-10-2023,Chennai,Location_24,16:37,Two Wheeler,Urban Street,Rain,Drunk drive,1,0,0,Female,23,Yes,Yes,482546,10.91701011,78.99446203
TN-2023-04448,11-10-2023,Tirunelveli,Location_24,06:19,Bus,Urban Street,Rain,Brake failure,1,3,1,Male,33,Yes,Yes,221395,8.706170647,76.78577259
TN-2023-04449,19-12-2023,Tirunelveli,Location_96,05:08,Two Wheeler,Urban Street,Cloudy,Reckless driving,1,3,0,Male,33,No,Yes,221496,13.48543504,76.11351721
TN-2023-04450,01-07-2023,Trichy,Location_97,19:30,Two Wheeler,Urban Street,Clear,Over speed,4,0,0,Male,41,No,Yes,399478,12.24556015,78.27676362
TN-2023-04451,06-02-2023,Coimbatore,Location_38,03:25,Auto Rickshaw,Rural Road,Sunny,Drunk drive,5,3,0,Male,63,Yes,Yes,190753,10.20346375,78.13241852
TN-2023-04452,17-05-2023,Madurai,Location_44,04:50,Car,Urban Street,Rain,Reckless driving,1,2,0,Female,36,No,Yes,212394,11.13477845,79.01388623
TN-2023-04453,04-12-2023,Vellore,Location_57,09:17,Two Wheeler,Urban Street,Cloudy,Reckless driving,4,3,0,Male,36,Yes,Yes,67632,11.40294426,77.41095368
TN-2023-04454,25-02-2023,Vellore,Location_59,14:56,Two Wheeler,Urban Street,Fog,Over speed,4,3,0,Male,54,Yes,Yes,209169,13.28421317,76.13439412
TN-2023-04455,06-07-2023,Erode,Location_34,00:04,Two Wheeler,SH,Fog,Poor road,5,3,0,Male,50,No,Yes,222419,12.22613736,79.25606322
TN-2023-04456,07-12-2023,Tiruppur,Location_75,04:39,Car,Rural Road,Rain,Over speed,2,0,0,Male,22,Yes,Yes,173949,9.923167505,80.23995218
TN-2023-04457,15-09-2023,Thoothukudi,Location_95,21:21,Two Wheeler,Urban Street,Sunny,Poor road,2,1,0,Male,26,Yes,Yes,127056,13.3773814,77.77418596
TN-2023-04458,27-02-2023,Thoothukudi,Location_82,21:51,Car,SH,Cloudy,Reckless driving,4,1,1,Male,38,No,Yes,46975,9.659879693,78.75007501
TN-2023-04459,29-12-2023,Trichy,Location_23,14:16,Lorry,NH,Cloudy,Brake failure,2,1,0,Male,24,Yes,Yes,141004,11.17320336,78.45109246
TN-2023-04460,03-05-2023,Chennai,Location_86,18:44,Bus,Rural Road,Cloudy,Drunk drive,3,1,0,Male,59,Yes,Yes,192550,11.85367223,78.54700656
TN-2023-04461,07-07-2023,Chennai,Location_43,21:20,Two Wheeler,Urban Street,Cloudy,Over speed,5,1,0,Male,42,Yes,No,137533,9.491191858,79.90319296
TN-2023-04462,18-08-2023,Tiruppur,Location_82,09:16,Car,SH,Cloudy,Brake failure,4,1,0,Male,64,Yes,Yes,155841,13.25998602,79.31351548
TN-2023-04463,17-06-2023,Salem,Location_40,04:17,Auto Rickshaw,NH,Sunny,Brake failure,2,0,0,Male,38,Yes,Yes,400361,9.188604462,79.46403885
TN-2023-04464,24-04-2023,Coimbatore,Location_47,16:03,Two Wheeler,NH,Cloudy,Over speed,2,2,0,Male,61,Yes,Yes,27331,10.42975273,76.40516877
TN-2023-04465,09-09-2023,Erode,Location_41,21:06,Two Wheeler,SH,Sunny,Weather,5,2,0,Male,30,Yes,Yes,494482,8.989303159,76.66018361
TN-2023-04466,17-04-2023,Tirunelveli,Location_47,04:39,Car,SH,Sunny,Reckless driving,1,1,1,Female,38,Yes,Yes,248272,12.81243146,78.98487078
TN-2023-04467,06-02-2023,Chennai,Location_20,07:42,Car,Rural Road,Sunny,Weather,2,3,1,Male,27,No,Yes,470109,9.21880671,78.43206003
TN-2023-04468,01-12-2023,Erode,Location_77,08:18,Two Wheeler,SH,Fog,Poor road,5,3,0,Male,41,No,Yes,60335,8.191077883,79.48425244
TN-2023-04469,02-04-2023,Vellore,Location_65,18:08,Bus,Urban Street,Clear,Brake failure,1,0,0,Male,44,Yes,Yes,376118,8.214172214,76.41882994
TN-2023-04470,18-01-2023,Salem,Location_68,22:30,Car,NH,Rain,Drunk drive,4,1,0,Male,50,Yes,Yes,229219,10.27564356,78.54919205
TN-2023-04471,20-12-2023,Tirunelveli,Location_24,19:30,Auto Rickshaw,Urban Street,Fog,Drunk drive,1,1,0,Male,43,Yes,Yes,120132,10.87527685,78.18731229
TN-2023-04472,04-03-2023,Tiruppur,Location_36,16:47,Two Wheeler,Urban Street,Clear,Brake failure,2,3,1,Female,53,No,Yes,105047,8.229012474,79.84609094
TN-2023-04473,30-05-2023,Erode,Location_45,06:57,Lorry,Urban Street,Fog,Weather,4,1,0,Female,34,Yes,Yes,166353,8.510759405,76.84217038
TN-2023-04474,19-05-2023,Trichy,Location_2,21:34,Two Wheeler,NH,Sunny,Reckless driving,4,1,0,Male,38,Yes,Yes,496553,8.53604625,77.56920913
TN-2023-04475,05-07-2023,Tirunelveli,Location_28,20:50,Car,NH,Sunny,Brake failure,1,3,0,Male,62,Yes,Yes,21445,11.67675707,76.67712157
TN-2023-04476,04-07-2023,Tiruppur,Location_26,07:36,Car,NH,Cloudy,Poor road,4,2,0,Male,19,Yes,Yes,358358,9.648982613,78.03279625
TN-2023-04477,24-07-2023,Thoothukudi,Location_23,05:33,Two Wheeler,SH,Sunny,Brake failure,1,2,0,Male,32,No,Yes,491353,11.09414959,79.96632616
TN-2023-04478,17-09-2023,Tiruppur,Location_79,18:12,Auto Rickshaw,Urban Street,Fog,Over speed,1,0,0,Male,61,Yes,No,157748,8.405327841,79.01650065
TN-2023-04479,02-08-2023,Tiruppur,Location_36,05:37,Two Wheeler,Rural Road,Rain,Weather,1,3,0,Male,19,No,Yes,355814,12.90663558,79.34934452
TN-2023-04480,13-09-2023,Tirunelveli,Location_91,01:57,Car,SH,Sunny,Over speed,5,0,0,Male,24,Yes,Yes,336268,9.674382976,76.42001595
TN-2023-04481,15-05-2023,Salem,Location_6,04:10,Two Wheeler,SH,Clear,Over speed,2,1,0,Female,53,Yes,Yes,117946,12.28010398,78.03411671
TN-2023-04482,02-03-2023,Tirunelveli,Location_35,10:23,Bus,Rural Road,Fog,Brake failure,4,3,0,Male,63,No,No,5352,12.54686689,79.7740166
TN-2023-04483,29-12-2023,Madurai,Location_38,13:44,Two Wheeler,Urban Street,Clear,Reckless driving,3,2,0,Male,60,Yes,Yes,88001,13.43349751,79.76865824
TN-2023-04484,06-11-2023,Coimbatore,Location_35,07:46,Auto Rickshaw,Rural Road,Cloudy,Brake failure,2,1,0,Male,49,Yes,Yes,252930,12.07571397,80.44609087
TN-2023-04485,29-03-2023,Salem,Location_74,11:34,Auto Rickshaw,NH,Cloudy,Reckless driving,3,2,0,Male,20,Yes,Yes,154084,10.43543051,78.36718373
TN-2023-04486,20-11-2023,Trichy,Location_94,20:54,Auto Rickshaw,Urban Street,Rain,Drunk drive,1,2,0,Male,20,No,Yes,271242,8.83945299,76.00932143
TN-2023-04487,26-07-2023,Salem,Location_53,04:37,Two Wheeler,SH,Fog,Reckless driving,4,0,1,Male,50,No,No,413598,8.263297259,80.04577223
TN-2023-04488,09-05-2023,Vellore,Location_38,01:39,Car,NH,Rain,Over speed,2,3,0,Male,62,Yes,Yes,379025,12.87442899,80.30288522
TN-2023-04489,07-11-2023,Trichy,Location_93,04:53,Two Wheeler,NH,Clear,Brake failure,3,3,0,Male,42,No,Yes,79542,10.45664866,80.17485792
TN-2023-04490,03-01-2023,Thoothukudi,Location_59,16:57,Auto Rickshaw,SH,Rain,Drunk drive,3,3,0,Male,54,Yes,Yes,393895,12.12480024,79.47360066
TN-2023-04491,30-08-2023,Tirunelveli,Location_43,01:10,Bus,Rural Road,Clear,Over speed,3,0,0,Male,53,No,Yes,156416,10.72981764,76.95361728
TN-2023-04492,01-05-2023,Tiruppur,Location_4,03:10,Car,NH,Rain,Drunk drive,2,2,0,Male,52,No,Yes,114615,12.83815462,76.62575684
TN-2023-04493,12-04-2023,Tirunelveli,Location_5,08:05,Bus,NH,Cloudy,Weather,5,0,0,Male,36,No,No,260898,12.12315938,79.15398702
TN-2023-04494,07-02-2023,Vellore,Location_68,01:57,Two Wheeler,Urban Street,Fog,Poor road,1,3,0,Male,62,Yes,Yes,251012,8.470017676,76.63190354
TN-2023-04495,07-12-2023,Erode,Location_45,14:36,Car,Urban Street,Rain,Over speed,4,1,1,Male,36,Yes,Yes,172459,12.13680798,80.28992049
TN-2023-04496,13-05-2023,Vellore,Location_80,11:44,Two Wheeler,SH,Clear,Brake failure,3,3,0,Male,50,Yes,Yes,280543,9.467477818,78.00622497
TN-2023-04497,21-07-2023,Madurai,Location_25,16:03,Truck,SH,Fog,Reckless driving,2,3,0,Male,35,Yes,Yes,238781,12.25180916,76.13866777
TN-2023-04498,14-12-2023,Tiruppur,Location_78,09:32,Auto Rickshaw,SH,Cloudy,Weather,3,2,0,Male,44,No,Yes,267675,13.21683251,76.6776712
TN-2023-04499,21-01-2023,Tiruppur,Location_11,10:47,Bus,Rural Road,Cloudy,Drunk drive,2,3,2,Male,47,No,Yes,211466,13.11572715,77.30716531
TN-2023-04500,30-08-2023,Chennai,Location_29,10:08,Truck,NH,Sunny,Poor road,5,3,0,Male,48,No,Yes,54348,8.687501279,79.16689616
TN-2023-04501,19-04-2023,Erode,Location_34,01:38,Two Wheeler,SH,Fog,Reckless driving,3,2,2,Female,56,Yes,Yes,223498,8.300697316,79.31781546
TN-2023-04502,30-10-2023,Chennai,Location_86,18:29,Auto Rickshaw,Urban Street,Rain,Over speed,3,3,0,Female,20,Yes,No,210735,12.27339902,76.95861341
TN-2023-04503,25-03-2023,Thoothukudi,Location_14,17:19,Two Wheeler,NH,Cloudy,Poor road,4,3,0,Male,39,Yes,Yes,417922,11.90478942,78.91849989
TN-2023-04504,24-03-2023,Coimbatore,Location_24,06:22,Bus,SH,Rain,Weather,2,2,1,Female,27,Yes,Yes,99011,8.968948624,76.14322316
TN-2023-04505,18-10-2023,Coimbatore,Location_59,08:43,Bus,NH,Rain,Poor road,2,1,0,Female,25,Yes,Yes,277325,11.76512033,76.46283816
TN-2023-04506,10-03-2023,Tirunelveli,Location_39,02:22,Two Wheeler,NH,Clear,Over speed,5,2,0,Female,51,Yes,Yes,275798,8.085183262,78.40754804
TN-2023-04507,09-05-2023,Coimbatore,Location_26,21:57,Two Wheeler,NH,Rain,Weather,3,3,0,Male,59,Yes,Yes,162050,11.47139147,79.16720638
TN-2023-04508,15-07-2023,Tiruppur,Location_43,15:38,Two Wheeler,SH,Sunny,Drunk drive,4,0,0,Female,35,Yes,Yes,170573,12.57768056,80.11465266
TN-2023-04509,20-05-2023,Vellore,Location_36,22:57,Bicycle,NH,Fog,Over speed,1,1,0,Male,29,No,Yes,62366,11.5301145,77.96988614
TN-2023-04510,10-10-2023,Erode,Location_39,04:56,Two Wheeler,NH,Fog,Poor road,4,2,0,Male,63,Yes,Yes,450115,8.359680314,76.53978877
TN-2023-04511,08-11-2023,Tirunelveli,Location_61,22:38,Car,NH,Clear,Over speed,4,1,0,Male,49,Yes,No,391845,13.45034804,80.18039484
TN-2023-04512,22-08-2023,Tirunelveli,Location_16,18:48,Lorry,Urban Street,Sunny,Weather,4,1,0,Male,19,Yes,Yes,319534,9.958503135,77.96846958
TN-2023-04513,23-01-2023,Erode,Location_59,15:29,Two Wheeler,SH,Sunny,Poor road,4,0,1,Male,34,Yes,No,458799,10.09263005,78.23862895
TN-2023-04514,02-06-2023,Tiruppur,Location_96,20:23,Car,Rural Road,Fog,Drunk drive,3,0,0,Female,29,No,No,47543,8.466132355,79.84493277
TN-2023-04515,04-10-2023,Thoothukudi,Location_6,20:25,Car,Urban Street,Sunny,Reckless driving,4,0,0,Female,24,Yes,Yes,211036,8.919147249,78.63600862
TN-2023-04516,02-03-2023,Thoothukudi,Location_98,18:56,Two Wheeler,NH,Cloudy,Brake failure,2,3,0,Female,32,Yes,Yes,476076,9.491466864,77.35652615
TN-2023-04517,15-11-2023,Tirunelveli,Location_56,17:50,Lorry,NH,Rain,Drunk drive,2,2,0,Female,19,Yes,Yes,472349,12.39561303,78.43351197
TN-2023-04518,21-02-2023,Thoothukudi,Location_8,03:25,Two Wheeler,Rural Road,Rain,Over speed,4,3,0,Male,44,No,Yes,303035,11.80461844,78.81187494
TN-2023-04519,10-12-2023,Tiruppur,Location_94,00:58,Two Wheeler,Rural Road,Fog,Brake failure,2,2,0,Male,43,No,Yes,313993,11.21006856,80.0040995
TN-2023-04520,02-06-2023,Madurai,Location_27,03:03,Car,Urban Street,Fog,Reckless driving,3,3,0,Female,42,Yes,Yes,227221,12.75141268,77.05675512
TN-2023-04521,25-08-2023,Madurai,Location_71,08:07,Two Wheeler,NH,Sunny,Reckless driving,1,3,0,Male,29,No,Yes,30105,13.48792855,78.51720564
TN-2023-04522,07-11-2023,Chennai,Location_27,01:28,Auto Rickshaw,Rural Road,Clear,Weather,4,0,0,Female,34,Yes,Yes,225273,10.11625952,80.14224567
TN-2023-04523,29-10-2023,Salem,Location_89,22:05,Auto Rickshaw,Urban Street,Fog,Reckless driving,2,3,0,Male,18,No,Yes,378518,10.15172885,76.20462756
TN-2023-04524,01-02-2023,Trichy,Location_46,22:42,Car,Rural Road,Fog,Poor road,2,0,0,Female,48,Yes,No,372396,12.04849157,76.87555516
TN-2023-04525,24-02-2023,Coimbatore,Location_41,03:45,Two Wheeler,NH,Fog,Poor road,3,2,0,Male,57,Yes,Yes,181513,11.54391855,77.55841711
TN-2023-04526,18-12-2023,Thoothukudi,Location_79,20:21,Two Wheeler,NH,Sunny,Weather,3,0,0,Male,22,No,Yes,111614,8.073663963,79.0531078
TN-2023-04527,05-02-2023,Madurai,Location_25,08:33,Two Wheeler,NH,Cloudy,Reckless driving,1,1,1,Female,45,Yes,Yes,154354,11.60485018,79.78831272
TN-2023-04528,20-04-2023,Vellore,Location_86,00:35,Car,NH,Fog,Over speed,5,1,0,Male,45,No,Yes,157905,11.95784614,76.89626882
TN-2023-04529,26-06-2023,Erode,Location_18,11:04,Lorry,SH,Cloudy,Drunk drive,5,3,1,Male,25,Yes,Yes,65996,13.42265126,77.11017015
TN-2023-04530,28-12-2023,Salem,Location_12,08:21,Two Wheeler,SH,Sunny,Brake failure,5,1,0,Male,31,Yes,Yes,474023,11.22724051,79.70478446
TN-2023-04531,10-11-2023,Chennai,Location_87,03:47,Two Wheeler,SH,Clear,Weather,1,2,0,Male,23,Yes,No,131913,11.76429796,76.66754578
TN-2023-04532,22-10-2023,Trichy,Location_51,01:15,Car,Urban Street,Rain,Reckless driving,4,3,0,Male,35,Yes,Yes,468595,12.33811238,77.17529624
TN-2023-04533,02-12-2023,Madurai,Location_39,15:52,Two Wheeler,Urban Street,Rain,Over speed,5,0,1,Female,54,No,Yes,118392,8.527777913,79.29712114
TN-2023-04534,07-04-2023,Chennai,Location_89,21:42,Bus,Rural Road,Rain,Over speed,5,3,0,Male,27,Yes,Yes,248000,12.04058697,76.74771458
TN-2023-04535,01-08-2023,Salem,Location_10,00:14,Car,Rural Road,Rain,Brake failure,2,3,0,Male,64,Yes,Yes,191684,11.00776143,79.72615086
TN-2023-04536,13-11-2023,Erode,Location_94,03:17,Car,Urban Street,Sunny,Weather,2,1,0,Male,52,Yes,Yes,425612,8.550415706,78.20732469
TN-2023-04537,17-05-2023,Coimbatore,Location_74,16:06,Two Wheeler,Rural Road,Rain,Drunk drive,4,3,0,Male,52,No,Yes,108252,11.68434464,78.01407434
TN-2023-04538,06-01-2023,Madurai,Location_98,17:44,Auto Rickshaw,Urban Street,Sunny,Drunk drive,3,2,0,Male,34,No,Yes,479769,9.289773511,76.60864841
TN-2023-04539,19-04-2023,Erode,Location_77,19:51,Two Wheeler,SH,Clear,Weather,1,3,0,Male,63,Yes,Yes,181943,10.95843819,79.05846229
TN-2023-04540,04-02-2023,Trichy,Location_54,09:00,Auto Rickshaw,Urban Street,Fog,Poor road,5,0,0,Male,44,Yes,Yes,476335,9.545281153,79.97800467
TN-2023-04541,08-02-2023,Thoothukudi,Location_29,01:48,Two Wheeler,Urban Street,Fog,Reckless driving,1,0,0,Male,41,Yes,Yes,30439,8.574950073,79.11448548
TN-2023-04542,30-05-2023,Salem,Location_41,21:31,Auto Rickshaw,Rural Road,Fog,Drunk drive,2,1,0,Female,27,Yes,Yes,484203,9.379754295,77.42598071
TN-2023-04543,28-04-2023,Trichy,Location_9,02:16,Bus,Rural Road,Sunny,Poor road,1,3,0,Male,34,Yes,No,455615,10.41343642,79.144594
TN-2023-04544,18-09-2023,Coimbatore,Location_63,11:23,Two Wheeler,Urban Street,Sunny,Weather,2,0,0,Male,62,No,Yes,107275,10.71770872,78.29474107
TN-2023-04545,28-03-2023,Erode,Location_77,11:29,Auto Rickshaw,NH,Sunny,Reckless driving,1,3,0,Male,50,Yes,Yes,125883,8.816645056,79.84178697
TN-2023-04546,17-03-2023,Tiruppur,Location_37,19:41,Bus,Rural Road,Clear,Over speed,2,3,2,Male,50,Yes,Yes,302596,9.765382434,78.06841195
TN-2023-04547,09-11-2023,Coimbatore,Location_14,06:41,Two Wheeler,Urban Street,Cloudy,Weather,1,0,0,Male,34,Yes,Yes,266566,12.72664854,77.06786193
TN-2023-04548,02-08-2023,Tirunelveli,Location_73,17:53,Two Wheeler,Rural Road,Sunny,Over speed,5,3,0,Male,35,No,Yes,438065,13.00710173,76.455653
TN-2023-04549,12-10-2023,Madurai,Location_72,05:06,Car,NH,Sunny,Weather,5,1,0,Male,61,Yes,Yes,194856,10.94350148,77.26480043
TN-2023-04550,27-08-2023,Thoothukudi,Location_39,16:29,Bus,Rural Road,Fog,Poor road,4,1,0,Male,55,Yes,Yes,313181,10.69698884,78.53592949
TN-2023-04551,14-06-2023,Salem,Location_40,11:48,Bus,Urban Street,Rain,Reckless driving,1,0,0,Female,24,Yes,Yes,301721,11.19775019,76.76519139
TN-2023-04552,28-03-2023,Vellore,Location_54,17:45,Bus,Urban Street,Rain,Poor road,3,2,0,Male,43,No,Yes,35106,9.180132007,76.1789251
TN-2023-04553,21-05-2023,Erode,Location_3,10:01,Bus,NH,Clear,Reckless driving,4,2,0,Female,18,Yes,Yes,33799,13.46464132,78.01979373
TN-2023-04554,09-06-2023,Tiruppur,Location_55,20:32,Lorry,Urban Street,Rain,Weather,1,3,0,Female,28,Yes,Yes,290646,12.09899997,77.56344453
TN-2023-04555,15-02-2023,Vellore,Location_33,10:33,Car,NH,Cloudy,Over speed,3,1,0,Female,27,Yes,Yes,354628,9.313102337,77.89175781
TN-2023-04556,22-04-2023,Madurai,Location_96,15:53,Two Wheeler,Urban Street,Fog,Weather,5,0,0,Male,48,Yes,Yes,330656,9.49680524,78.04360035
TN-2023-04557,14-02-2023,Madurai,Location_71,02:51,Auto Rickshaw,Urban Street,Clear,Over speed,5,1,1,Male,42,Yes,Yes,365508,11.56626813,79.44731712
TN-2023-04558,04-09-2023,Salem,Location_19,00:20,Two Wheeler,Rural Road,Rain,Poor road,5,2,0,Male,18,No,Yes,413457,9.775655911,80.32417085
TN-2023-04559,14-04-2023,Tiruppur,Location_34,19:07,Two Wheeler,Rural Road,Rain,Brake failure,3,2,2,Female,60,Yes,Yes,303319,9.954242246,77.18027997
TN-2023-04560,26-03-2023,Madurai,Location_78,18:25,Bus,NH,Fog,Drunk drive,2,3,0,Male,20,No,Yes,259339,12.29518469,80.24079496
TN-2023-04561,14-05-2023,Vellore,Location_50,00:25,Two Wheeler,Rural Road,Clear,Poor road,1,0,0,Male,18,Yes,Yes,429575,9.468098773,77.02769029
TN-2023-04562,18-04-2023,Tiruppur,Location_47,04:29,Two Wheeler,SH,Fog,Weather,4,3,0,Male,24,Yes,No,321062,11.87882658,79.39725298
TN-2023-04563,18-01-2023,Vellore,Location_46,00:10,Two Wheeler,NH,Clear,Weather,4,1,0,Male,60,Yes,Yes,199298,13.14186675,79.06605722
TN-2023-04564,04-04-2023,Coimbatore,Location_56,20:40,Car,SH,Rain,Over speed,5,1,0,Male,31,Yes,Yes,463748,8.682743363,76.23499997
TN-2023-04565,30-05-2023,Trichy,Location_57,04:01,Truck,NH,Fog,Drunk drive,2,2,0,Male,40,Yes,Yes,272039,8.793563071,79.26214811
TN-2023-04566,03-09-2023,Tiruppur,Location_83,12:17,Car,SH,Fog,Reckless driving,1,3,0,Male,34,Yes,Yes,366111,13.18580205,80.05505211
TN-2023-04567,16-10-2023,Chennai,Location_51,11:13,Car,Rural Road,Cloudy,Poor road,1,1,0,Male,31,Yes,Yes,27842,9.119355915,80.18600034
TN-2023-04568,28-07-2023,Trichy,Location_54,04:58,Two Wheeler,Rural Road,Fog,Drunk drive,4,1,0,Male,26,Yes,No,267033,8.114954574,79.08337032
TN-2023-04569,06-05-2023,Trichy,Location_90,09:51,Two Wheeler,Urban Street,Clear,Drunk drive,4,1,0,Male,38,Yes,Yes,414567,12.77679354,79.53964616
TN-2023-04570,23-08-2023,Tiruppur,Location_81,01:03,Two Wheeler,SH,Cloudy,Poor road,4,0,1,Male,62,Yes,Yes,183036,9.552665878,76.32193833
TN-2023-04571,02-05-2023,Thoothukudi,Location_28,11:10,Two Wheeler,Urban Street,Fog,Over speed,1,2,1,Male,19,No,Yes,408035,9.640946643,76.72563691
TN-2023-04572,18-05-2023,Madurai,Location_19,03:42,Two Wheeler,NH,Fog,Reckless driving,4,3,0,Male,49,No,Yes,120914,9.248066304,77.18115848
TN-2023-04573,25-04-2023,Coimbatore,Location_27,08:09,Two Wheeler,SH,Cloudy,Over speed,1,1,0,Female,25,Yes,Yes,253007,13.04716794,78.39102268
TN-2023-04574,11-06-2023,Thoothukudi,Location_48,05:14,Two Wheeler,Urban Street,Rain,Over speed,5,0,0,Male,53,No,Yes,417352,12.25930256,77.73810135
TN-2023-04575,20-07-2023,Thoothukudi,Location_19,09:30,Bus,NH,Fog,Brake failure,2,1,0,Male,43,Yes,Yes,195325,11.28235851,78.95710766
